Carrier,Year,Service category,Request,Code type,Code,Description of service,Number of requests per code,Expedited - Avg response time,Standard - Avg response time,Extenuating circumstances - Avg response time,Expedited - Number of requests,Standard - Number of requests,Extenuating circumstances - Number of requests,Drug name,Drug brand names,decision
Carrier A,2021,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,29888,Arthroscopically aided anterior cruciate ligament repair/augmentation or reconstruction,12.0,,34.0108765,,,12.0,,missing,missing,approved
Carrier A,2021,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,70496,"CTA, head, w/o cntrst flwd by cntrst",12.0,,7.942286325,,,12.0,,missing,missing,approved
Carrier A,2021,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,64636,"Destruction by neurolytic agent, paravertebral facet joint nerve(s), with imaging guidance (fluoroscopy or CT); lumbar or sacral, each additional facet joint (List separately in addition to code for primary procedure)",12.0,,32.99390504,,,12.0,,missing,missing,approved
Carrier A,2021,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,72148,MRI of lumbar spine,159.0,,12.34567115,,,159.0,,missing,missing,denied
Carrier A,2021,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,64483,"Injection(s), anesthetic agent(s) and/or steroid; transforaminal epidural, with imaging guidance (fluoroscopy or CT), lumbar or sacral, single level",71.0,0.437153611,27.52914773,,1.0,70.0,,missing,missing,denied
Carrier A,2021,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,27096,"Injection procedure for sacroiliac joint, anesthetic/steroid, with image guidance (fluoroscopy or CT) including arthrography when performed",34.0,,28.75976059,,,34.0,,missing,missing,denied
Carrier A,2021,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,64635,"Destruction by neurolytic agent, paravertebral facet joint nerve(s), with imaging guidance (fluoroscopy or CT); lumbar or sacral, single facet joint",15.0,,28.19355546,,,15.0,,missing,missing,denied
Carrier A,2021,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,63047,"Laminectomy, facetectomy and foraminotomy (unilateral or bilateral with decompression of spinal cord, cauda equina and/or nerve root[s], [eg, spinal or lateral recess stenosis]), single vertebral segment; lumbar",10.0,0.044166667,25.80615524,,1.0,9.0,,missing,missing,denied
Carrier A,2021,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,63030,"Laminotomy (hemilaminectomy), with decompression of nerve root(s), including partial facetectomy, foraminotomy and/or excision of herniated intervertebral disc; 1 interspace, lumbar",8.0,0.195765222,109.3666737,,2.0,6.0,,missing,missing,denied
Carrier A,2021,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,63048,"Laminectomy, facetectomy and foraminotomy (unilateral or bilateral with decompression of spinal cord, cauda equina and/or nerve root[s], [eg, spinal or lateral recess stenosis]), single vertebral segment; each additional segment, cervical, thoracic, or lumbar (List separately in addition to code for primary procedure)",5.0,,29.84955181,,,5.0,,missing,missing,denied
Carrier A,2021,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,H0015,Alcohol And/Or Drug Services,12.0,,18.82247263,,,12.0,,missing,missing,approved
Carrier A,2021,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,H2036,"Alcohol and/or other drug treatment program, per diem",5.0,,13.01069444,,,5.0,,missing,missing,approved
Carrier A,2021,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,97530,"Therapeutic activities, direct (one-on-one) patient contact (use of dynamic activities to improve functional performance), each 15 minutes",8.0,,101.5087823,,,8.0,,missing,missing,approved
Carrier A,2021,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,97112,"Therapeutic procedure, 1 or more areas, each 15 minutes; neuromuscular reeducation of movement, balance, coordination, kinesthetic sense, posture, and/or proprioception for sitting and/or standing activities",4.0,,46.18055993,,,4.0,,missing,missing,approved
Carrier A,2021,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,71271,CT THORAX LW DOSE LNG CA SCR C-,31.0,,9.081451613,,,31.0,,missing,missing,approved
Carrier A,2021,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,90868,"Therapeutic repetitive transcranial magnetic stimulation (TMS) treatment; subsequent delivery and management, per session",6.0,,34.4736869,,,6.0,,missing,missing,approved
Carrier A,2021,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,90867,"Therapeutic repetitive transcranial magnetic stimulation (TMS) treatment; initial, including cortical mapping, motor threshold determination, delivery and management",6.0,,34.44148148,,,6.0,,missing,missing,approved
Carrier A,2021,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,90869,Therapeutic repetitive transcranial magnetic stimulation (TMS) treatment; subsequent motor threshold re-determination with delivery and management,6.0,,34.4736869,,,6.0,,missing,missing,approved
Carrier A,2021,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,92507,"Treatment of speech, language, voice, communication, and/or auditory processing disorder; individual",18.0,,65.46100057,648.0,,18.0,1.0,missing,missing,denied
Carrier A,2021,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,92523,"Evaluation of speech sound production (eg, articulation, phonological process, apraxia, dysarthria); with evaluation of language comprehension and expression (eg, receptive and expressive language)",4.0,,125.2505176,,,4.0,,missing,missing,denied
Carrier A,2021,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,90834,"Psychotherapy, 45 minutes with patient",4.0,13.71211111,11.89154565,,1.0,3.0,,missing,missing,denied
Carrier A,2021,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,90853,Group psychotherapy (other than of a multiple-family group),4.0,13.71211028,4.345258982,,1.0,3.0,,missing,missing,denied
Carrier A,2021,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,77385,"Intensity modulated radiation treatment delivery (IMRT), includes guidance and tracking, when performed; simple",1.0,0.010277777,,,1.0,,,missing,missing,approved
Carrier A,2021,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,H0015,Alcohol And/Or Drug Services,12.0,,18.82247263,,,12.0,,missing,missing,approved
Carrier A,2021,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,H2036,"Alcohol and/or other drug treatment program, per diem",5.0,,13.01069444,,,5.0,,missing,missing,approved
Carrier A,2021,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,S9131,"Physical therapy, in the home, per diem",2.0,,23.16153292,,,2.0,,missing,missing,approved
Carrier A,2021,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,97124,"Therapeutic procedure, 1 or more areas, each 15 minutes; massage, including effleurage, petrissage and/or tapotement (stroking, compression, percussion)",2.0,,1.439357917,,,2.0,,missing,missing,approved
Carrier A,2021,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,70553,MRI of brain and further sequences,2.0,,44.52694444,,,2.0,,missing,missing,approved
Carrier A,2021,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,70551,MRI of brain,2.0,,0.0,,,2.0,,missing,missing,approved
Carrier A,2021,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,77301,"Intensity modulated radiotherapy plan, including dose-volume histograms for target and critical structure partial tolerance specifications",3.0,0.010277777,60.31208333,,1.0,2.0,,missing,missing,approved
Carrier A,2021,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,81229,Cytogenomic constitutional (genome-wide) microarray analysis; interrogation of genomic regions for copy number and single nucleotide polymorphism (SNP) variants for chromosomal abnormalities,1.0,,0.009444446,,,1.0,,missing,missing,approved
Carrier A,2021,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,97032,"Application of a modality to 1 or more areas; electrical stimulation (manual), each 15 minutes",1.0,,0.178888889,,,1.0,,missing,missing,approved
Carrier A,2021,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,77386,"Intensity modulated radiation treatment delivery (IMRT), includes guidance and tracking, when performed; complex",1.0,,23.92027778,,,1.0,,missing,missing,approved
Carrier A,2021,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,97026,Application of a modality to 1 or more areas; infrared,1.0,,0.178888889,,,1.0,,missing,missing,approved
Carrier A,2021,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,77338,"Multi-leaf collimator (MLC) device(s) for intensity modulated radiation therapy (IMRT), design and construction per IMRT plan",2.0,0.010277777,23.92027778,,1.0,1.0,,missing,missing,approved
Carrier A,2021,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,G6015,RADIATION TX DELIVERY IMRT,2.0,0.010555555,96.70388889,,1.0,1.0,,missing,missing,approved
Carrier A,2021,Outpatient MH-SUD,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,71271,CT THORAX LW DOSE LNG CA SCR C-,31.0,,9.081451613,,,31.0,,missing,missing,denied
Carrier N,2021,DME,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,E0784,EXT AMB INFUSN PUMP INSULIN,7.0,96.0,56.0,,1.0,6.0,0.0,missing,missing,approved
Carrier N,2021,DME,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,E0766,ELEC STIM CANCER TREATMENT,2.0,0.0,36.0,,0.0,2.0,0.0,missing,missing,approved
Carrier N,2021,DME,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,L8619,COCH IMP EXT PROC/CONTR RPLC,1.0,0.0,96.0,,0.0,1.0,0.0,missing,missing,approved
Carrier N,2021,DME,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,L8685,IMPLT NROSTM PLS GEN SNG REC,1.0,0.0,24.0,,0.0,1.0,0.0,missing,missing,approved
Carrier N,2021,DME,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,L8680,IMPLT NEUROSTIM ELCTR EACH,1.0,0.0,24.0,,0.0,1.0,0.0,missing,missing,approved
